can_id,can_nam,spe_id,spe_nam,ele_typ,can_off_sta,can_off_dis,can_off,can_par_aff,exp_amo,exp_dat,agg_amo,sup_opp,pur,pay,file_num,amn_ind,tra_id,ima_num,rec_dat,prev_file_num,dissem_dt
 ,"Clinton, Hillary",C90005786,"League of Conservation Voters, Inc.",P,SC,0,P, ,$18.16 ,1/14/16,"$22,060.64 ",Support,Staff Time for Press Release,"League of Conservation Voters, Inc.",1040102,N,A0B549D50A4EB4AB993D,2.01601E+17,1/15/16, , 
 ,"Clinton, Hillary",C90005786,"League of Conservation Voters, Inc.",P,SC,0,P, ,"$18,192.48 ",1/14/16,"$22,060.64 ",Support,Estimate: Advertising - Facebook,"Buying Time, LLC",1040102,N,A29899E4F72534AD69E4,2.01601E+17,1/15/16, , 
 ,"Clinton, Hillary",C90005786,"League of Conservation Voters, Inc.",P,SC,0,P, ,"$3,850.00 ",1/14/16,"$22,060.64 ",Support,Polling,"Global Strategy Group, LLC",1040102,N,AC702A4C382D14008B82,2.01601E+17,1/15/16, , 
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,"$3,702.75 ",5/27/16,"$21,943.35 ",Support,VOTER MAIL,CONSOLIDATED MAILING SERVICES,1100022,A1,SE.56030,2.01609E+17,9/19/16,1075254,5/27/16
P60006046,"Walker, Scott",C00576108,Unintimidated PAC,P,SC,0,P,Rep,"$2,125.00 ",8/7/15,"$20,916.00 ",Support,Online Advertising,Exoro Strategies LLC,1034419,A1,3,2.01511E+17,11/28/15,1020750,8/6/15
 ,"Bush, Jeb",C00571372,Right to Rise USA,P,SC,0,P, ,"$20,000.00 ",7/10/15,"$20,000.00 ",Support,Media Placement: Also oppose Hillary Clinton,Revolution Media Group,1019426,A1,2,2.01507E+17,7/31/15,1013471,7/10/15
P60007168,"SANDERS, BERNARD",C00490375,National Nurses United for Patient Protection,P,SC,0,P,Dem,"$19,687.50 ",11/9/15,"$19,687.50 ",Support,Print advertising,Lamar Companies,1032909,N,D689968,2.01511E+17,11/16/15, ,11/16/15
 ,"Trump, Donald",C00607697,OUR VOICE MATTERS SUPER PAC,P,SC,0,P, ,"$19,000.00 ",2/11/16,"$19,000.00 ",Support,"Email messaging, modeling and analytical segmentation, copy creation.",Liber-TEA,1052496,A1,WFT20161111229-1,2.01602E+17,2/29/16,1048948,2/11/16
 ,"Trump, Donald",C00607697,OUR VOICE MATTERS SUPER PAC,P,SC,0,P, ,"$40,000.00 ",2/17/16,"$19,000.00 ",Support,Phone Calls,McBrearty & Associates,1052503,A1,WFT20161171143-1,2.01602E+17,2/29/16,1049784,2/17/16
 ,"Trump, Donald",C00607697,OUR VOICE MATTERS SUPER PAC,P,SC,0,P, ,"$2,500.00 ",2/17/16,"$19,000.00 ",Support,Legal Work,"Caskey, Micajah",1052503,A1,WFT20161171145-1,2.01602E+17,2/29/16,1049784,2/17/16
P60006046,"Walker, Scott",C00576108,Unintimidated PAC,P,SC,0,P,Rep,$500.00 ,8/4/15,"$18,791.00 ",Support,Web Ad Placement,Exoro Strategies LLC,1034418,A3,IE.14_D,2.01511E+17,11/28/15,1032970,8/3/15
P60006046,"Walker, Scott",C00576108,Unintimidated PAC,P,SC,0,P,Rep,$625.00 ,7/24/15,"$18,291.00 ",Support,Online Advertising Production,SRCP Media Inc.,1034417,A2,IE.11,2.01511E+17,11/28/15,1032968,7/23/15
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,$11.96 ,5/16/16,"$18,240.60 ",Support,VOTER MAIL,LEGACY LIST MANAGEMENT INC,1099955,A1,SE.46634,2.01609E+17,9/19/16,1072497,5/16/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,$5.94 ,5/16/16,"$18,228.64 ",Support,VOTER MAIL,DSSI,1099955,A1,SE.46633,2.01609E+17,9/19/16,1072497,5/16/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,$31.59 ,5/16/16,"$18,222.70 ",Support,VOTER MAIL,DIRECT SUPPORT SERVICES INC,1099955,A1,SE.46632,2.01609E+17,9/19/16,1072497,5/16/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,$33.54 ,5/16/16,"$18,191.11 ",Support,VOTER MAIL,CONSOLIDATED MAILING SERVICES,1099955,A1,SE.46631,2.01609E+17,9/19/16,1072497,5/16/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,$20.31 ,5/16/16,"$18,157.57 ",Support,VOTER MAIL,FORTH RIGHT STRATEGY INC,1099955,A1,SE.20848,2.01609E+17,9/19/16,1072497,5/16/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,$17.85 ,4/11/16,"$18,137.26 ",Support,VOTER CONTACT MAIL,DSSI,1099778,A1,SE.46609,2.01609E+17,9/19/16,1061012,4/11/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,$379.76 ,4/11/16,"$18,119.41 ",Support,VOTER CONTACT MAIL,DIRECT SUPPORT SERVICES INC,1099778,A1,SE.46601,2.01609E+17,9/19/16,1061012,4/11/16
P60007242,"FIORINA, CARLY",C00573154,"CONSERVATIVE, AUTHENTIC, RESPONSIVE LEADERSHIP FOR YOU AND FOR AMERICA",P,SC,0,P,Rep,$851.75 ,7/1/15,"$17,776.86 ",Support,ADVERTISING - ONLINE,SWIFTKURRENT,1034777,N,SE24.832,2.01512E+17,12/5/15, ,7/1/15
P60007242,"FIORINA, CARLY",C00573154,"CONSERVATIVE, AUTHENTIC, RESPONSIVE LEADERSHIP FOR YOU AND FOR AMERICA",P,SC,0,P,Rep,$515.79 ,10/1/15,"$17,776.86 ",Support,ADVERTISING - ONLINE,SWIFTKURRENT,1034777,N,SE24.1000,2.01512E+17,12/5/15, ,10/1/15
P60007242,"FIORINA, CARLY",C00573154,"CONSERVATIVE, AUTHENTIC, RESPONSIVE LEADERSHIP FOR YOU AND FOR AMERICA",P,SC,0,P,Rep,"$1,340.62 ",11/18/15,"$17,776.86 ",Support,ADVERTISING - ONLINE,RIGHT STRATEGIES LLC,1034777,N,SE24.1181,2.01512E+17,12/5/15, ,11/18/15
P60007242,"FIORINA, CARLY",C00573154,"CONSERVATIVE, AUTHENTIC, RESPONSIVE LEADERSHIP FOR YOU AND FOR AMERICA",P,SC,0,P,Rep,"$1,385.45 ",9/1/15,"$17,776.86 ",Support,ADVERTISING - ONLINE,SWIFTKURRENT,1034777,N,SE24.944,2.01512E+17,12/5/15, ,9/1/15
P60007242,"FIORINA, CARLY",C00573154,"CONSERVATIVE, AUTHENTIC, RESPONSIVE LEADERSHIP FOR YOU AND FOR AMERICA",P,SC,0,P,Rep,$447.84 ,8/1/15,"$17,776.86 ",Support,ADVERTISING - ONLINE,SWIFTKURRENT,1034777,N,SE24.888,2.01512E+17,12/5/15, ,8/1/15
P60007242,"FIORINA, CARLY",C00573154,"CONSERVATIVE, AUTHENTIC, RESPONSIVE LEADERSHIP FOR YOU AND FOR AMERICA",P,SC,0,P,Rep,"$3,762.94 ",12/1/15,"$17,776.86 ",Support,ADVERTISING - ONLINE,RIGHT STRATEGIES LLC,1034777,N,SE24.1115,2.01512E+17,12/5/15, ,12/1/15
P60007242,"FIORINA, CARLY",C00573154,"CONSERVATIVE, AUTHENTIC, RESPONSIVE LEADERSHIP FOR YOU AND FOR AMERICA",P,SC,0,P,Rep,"$5,000.00 ",12/1/15,"$17,776.86 ",Support,ADVERTISING - ONLINE,RIGHT STRATEGIES LLC,1034777,N,SE24.1128,2.01512E+17,12/5/15, ,12/4/15
P60007242,"FIORINA, CARLY",C00573154,"CONSERVATIVE, AUTHENTIC, RESPONSIVE LEADERSHIP FOR YOU AND FOR AMERICA",P,SC,0,P,Rep,$289.34 ,11/1/15,"$17,776.86 ",Support,ADVERTISING - ONLINE,SWIFTKURRENT,1034777,N,SE24.1056,2.01512E+17,12/5/15, ,11/1/15
P60007242,"FIORINA, CARLY",C00573154,"CONSERVATIVE, AUTHENTIC, RESPONSIVE LEADERSHIP FOR YOU AND FOR AMERICA",P,SC,0,P,Rep,"$1,500.00 ",11/18/15,"$17,776.86 ",Support,ADVERTISING - ONLINE,RIGHT STRATEGIES LLC,1034777,N,SE24.1194,2.01512E+17,12/5/15, ,11/18/15
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,$484.59 ,4/11/16,"$17,739.65 ",Support,VOTER CONTACT MAIL,CONSOLIDATED MAILING SERVICES,1099778,A1,SE.46594,2.01609E+17,9/19/16,1061012,4/11/16
P60006046,"Walker, Scott",C00576108,Unintimidated PAC,P,SC,0,P,Rep,"$7,406.00 ",7/24/15,"$17,666.00 ",Support,Online Advertising Production,SRCP Media Inc.,1034417,A2,IE.8,2.01511E+17,11/28/15,1032968,7/23/15
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,$36.36 ,4/11/16,"$17,255.06 ",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATEGY INC,1099778,A1,SE.16971,2.01609E+17,9/19/16,1061012,4/11/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,$267.53 ,4/4/16,"$17,218.70 ",Support,VOTER CONTACT MAIL,LEGACY LIST MANAGEMENT INC,1099743,A1,SE.46471,2.01609E+17,9/19/16,1058248,4/4/16
 ,"Clinton, Hillary",C00574533,Future45,P,SC,0,P, ,"$3,500.00 ",10/28/15,"$17,000.00 ",Oppose,Media production,Outlaw Media,1051969,N,2,2.01602E+17,2/23/16, ,2/22/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,$76.25 ,4/4/16,"$16,951.17 ",Support,VOTER CONTACT MAIL,DONOR BUREAU,1099743,A1,SE.46468,2.01609E+17,9/19/16,1058248,4/4/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,$394.29 ,4/4/16,"$16,874.92 ",Support,VOTER CONTACT MAIL,DSSI,1099743,A1,SE.46465,2.01609E+17,9/19/16,1058248,4/4/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,"$2,143.21 ",4/4/16,"$16,480.63 ",Support,VOTER CONTACT MAIL,DIRECT SUPPORT SERVICES INC,1099743,A1,SE.46462,2.01609E+17,9/19/16,1058248,4/4/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,"$3,287.48 ",4/4/16,"$14,337.42 ",Support,VOTER CONTACT MAIL,CONSOLIDATED MAILING SERVICES,1099743,A1,SE.46459,2.01609E+17,9/19/16,1058248,4/4/16
 ,"Clinton, Hillary",C00574533,Future45,P,SC,0,P, ,"$13,500.00 ",2/22/16,"$13,500.00 ",Oppose,Media placement,Arena Online,1051969,N,1,2.01602E+17,2/23/16, ,2/22/16
P00003392,"Clinton, Hillary",C00235853,Human Rights Campaign PAC,P,SC,0,P,Dem,$471.00 ,2/26/16,"$12,966.41 ",Support,Transportation for Volunteers,Human Rights Campaign,1052789,A1,D623256,2.01603E+17,3/1/16,1052351,2/26/16
P00003392,"Clinton, Hillary",C00235853,Human Rights Campaign PAC,P,SC,0,P,Dem,"$7,110.17 ",2/26/16,"$12,966.41 ",Support,Staff Time - Field,Human Rights Campaign,1052789,A1,D623225,2.01603E+17,3/1/16,1052351,2/26/16
P00003392,"Clinton, Hillary",C00235853,Human Rights Campaign PAC,P,SC,0,P,Dem,"$2,704.00 ",2/26/16,"$12,966.41 ",Support,Hotel for Volunteers,Human Rights Campaign,1052789,A1,D623255,2.01603E+17,3/1/16,1052351,2/26/16
P60006111,"CRUZ, RAFAEL EDWARD 'TED'",C00575415,Keep the Promise PAC,P,SC,0,P,Rep,"$47,395.00 ",11/30/15,"$12,395.00 ",Support,PAC Voter ID Program,Advantage Direct,1036570,A1,SE.4212,2.01512E+17,12/18/15,1034516,11/28/15
P60007168,"SANDERS, BERNARD",C00490375,National Nurses United for Patient Protection,P,SC,0,P,Dem,"$11,957.95 ",2/8/16,"$11,957.95 ",Support,Postage,"Postal Systems, Inc.",1048720,N,D710107,2.01602E+17,2/9/16, ,2/9/16
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,"$1,347.96 ",4/4/16,"$11,049.94 ",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATEGY INC,1099743,A1,SE.16854,2.01609E+17,9/19/16,1058248,4/4/16
P60006046,"Walker, Scott",C00576108,Unintimidated PAC,P,SC,0,P,Rep,"$10,000.00 ",7/24/15,"$10,260.00 ",Support,Online Advertising,Exoro Strategies LLC,1034417,A2,IE.4,2.01511E+17,11/28/15,1032968,7/23/15
P00003392,"CLINTON, HILLARY",C00544767,Stop Hillary PAC,P,SC,0,P,Dem,"$10,082.00 ",10/8/15,"$10,082.00 ",Oppose,CAREY ACCOUNT - MEDIA BUY AND PRODUCTION; PART OF LARGER $100626 NATIONAL AD CAMPAIGN,STRATEGIC MEDIA PLACEMENT,1027394,N,SE24.11696,2.0151E+17,10/9/15, ,10/13/15
H0SC04257,"GOWDY, TREY",C00524355,Patriots for Economic Freedom,P,SC,4,H,Rep,$7.80 ,12/9/15,"$10,015.58 ",Support,Fee related to email deployment to purchased list,InboxFirst,1035151,N,SE.30711,2.01512E+17,12/9/15, ,12/9/15
H0SC04257,"GOWDY, TREY",C00524355,Patriots for Economic Freedom,P,SC,4,H,Rep,$7.78 ,12/3/15,"$10,007.78 ",Support,Fee related to email deployment to purchased list,InboxFirst,1035151,N,SE.30710,2.01512E+17,12/9/15, ,12/3/15
P60006111,"Cruz, Rafael",C00540898,Tea Party Patriots Citizens Fund,P,SC,0,P,Rep,"$10,000.00 ",2/18/16,"$10,000.00 ",Support,Telemarketing,Victory Media Group,1050651,A1,SE.493059,2.01602E+17,2/19/16,1050260,2/18/16
H0SC04257,"GOWDY, TREY",C00524355,Patriots for Economic Freedom,P,SC,4,H,Rep,"$5,000.00 ",11/10/15,"$10,000.00 ",Support,List purchase,Political List Brokers,1035151,N,SE.30709,2.01512E+17,12/9/15, ,12/9/15
H0SC04257,"GOWDY, TREY",C00544767,Stop Hillary PAC,G,SC,4,H,Rep,"$10,000.00 ",8/25/15,"$10,000.00 ",Support,DIGITAL MESSAGING DELIVERY AND ROBOCALLS,CD INC.,1023948,N,SE24.11672,2.01509E+17,9/2/15, ,9/2/15
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$62.45 ,1/15/16,"$9,912.26 ",Support,salary (w/ taxes & benefits),"Svart, Maria",1040079,N,F57.6009,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$100.92 ,1/15/16,"$9,849.81 ",Support,salary (w/ taxes & benefits),"Duhalde, David",1040079,N,F57.6011,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$20.76 ,1/15/16,"$9,748.89 ",Support,copying materials for organizing,Konika Minolta Premier Finance,1040079,N,F57.6007,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$2.59 ,1/15/16,"$9,728.13 ",Support,paper for copying materials for organizing,"Staples, Dept 51-7811326924",1040079,N,F57.6005,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$192.76 ,1/13/16,"$9,725.54 ",Support,promotional t-shirts,TM Design Corporation,1040079,N,F57.6003,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$4.88 ,1/15/16,"$9,725.27 ",Support,salary (w/ taxes & benefits),"Blanc, Elena",1040078,N,F57.6033,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$47.38 ,1/15/16,"$9,720.39 ",Support,salary (w/ taxes & benefits),"Mahony, Elizabeth",1040078,N,F57.6026,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$176.14 ,1/15/16,"$9,673.01 ",Support,postage to send organizing materials,Pitney Bowes,1040078,N,F57.6019,2.01601E+17,1/15/16, , 
P60007697,"Graham, Lindsey",C00573733,Security Is Strength PAC,P,SC,0,P,Rep,"$9,565.47 ",11/6/15,"$9,565.47 ",Support,Television advertising,"CCAN Media, LLC",1032456,N,SE.4595,2.01511E+17,11/12/15, ,11/10/15
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$35.91 ,1/13/16,"$9,532.78 ",Support,promotional buttons,Tecre Co.,1040079,N,F57.6001,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$65.08 ,12/31/15,"$9,496.87 ",Support,salary (w/ taxes & benefits),"Blanc, Elena",1040079,N,F57.5999,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$28.84 ,12/30/15,"$9,431.79 ",Support,salary (w/ taxes & benefits),"Mahony, Elizabeth",1040079,N,F57.5995,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$36.03 ,12/30/15,"$9,402.95 ",Support,salary (w/ taxes & benefits),"Svart, Maria",1040079,N,F57.5997,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$43.25 ,12/29/15,"$9,366.92 ",Support,salary (w/ taxes & benefits),"Duhalde, David",1040079,N,F57.5993,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$22.50 ,12/16/15,"$9,323.67 ",Support,online organizing services,"Avila, Betsy",1040079,N,F57.5991,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$58.57 ,12/15/15,"$9,301.17 ",Support,salary (w/ taxes & benefits),"Blanc, Elena",1040079,N,F57.5989,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$187.35 ,12/15/15,"$9,242.60 ",Support,salary (w/ taxes & benefits),"Svart, Maria",1040079,N,F57.5987,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$375.00 ,12/15/15,"$9,055.25 ",Support,fundraising calls,"Wings, Ocala",1040079,N,F57.5985,2.01601E+17,1/15/16, , 
 ,"Cruz, Ted",C00587022,COURAGEOUS CONSERVATIVES PAC,P,SC,0,P, ,"$6,417.93 ",2/12/16,"$8,806.04 ",Support,Radio Ad,Mountaintop Media,1049199,N,SE.4385,2.01602E+17,2/12/16, ,2/12/16
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$375.00 ,12/15/15,"$8,680.25 ",Support,fundraising calls,"McClanahan, Jim",1040079,N,F57.5983,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$65.92 ,12/14/15,"$8,305.25 ",Support,salary (w/ taxes & benefits),"Mahony, Elizabeth",1040079,N,F57.5981,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$107.88 ,12/5/15,"$8,239.33 ",Support,copying materials for organizing,Konika Minolta Premier Finance,1040079,N,F57.5979,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$36.43 ,12/5/15,"$8,131.45 ",Support,paper for copying materials for organizing,"Staples, Dept 51-7811326924",1040079,N,F57.5977,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$15.75 ,12/2/15,"$8,095.02 ",Support,design work for periodical,Frank Reynoso Comics and Illustration,1040079,N,F57.5975,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$52.37 ,12/2/15,"$8,079.27 ",Support,design work for periodical,Ed Handemann Desktop Publishing,1040079,N,F57.5973,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$122.06 ,12/2/15,"$8,026.90 ",Support,periodical mailing house handling,Apple Direct Mail Services Ltd.,1040079,N,F57.5971,2.01601E+17,1/15/16, , 
S4SC00240,"SCOTT, TIMOTHY E",C00553560,VIGOP (VIRGIN ISLANDS REPUBLICAN PARTY),G,SC,0,S,Rep,"$3,755.76 ",4/1/16,"$7,914.48 ",Support,VOTER CONTACT MAIL,FORTH RIGHT STRATEGY INC,1057977,N,SE.16847,2.01604E+17,4/1/16, ,4/1/16
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$352.26 ,12/2/15,"$7,904.84 ",Support,postage for periodical,Post Office,1040079,N,F57.5969,2.01601E+17,1/15/16, , 
P00003392,"Clinton, Hillary",C00614396,Fund This Advert,G,SC,0,P,Dem,"$3,908.00 ",10/14/16,"$7,816.00 ",Oppose,Billboard in Charleston SC,Adams Outdoor Advertising,1105780,N,SE.4165,2.0161E+17,10/14/16, ,10/17/16
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$224.44 ,12/2/15,"$7,552.58 ",Support,printing periodical,Tri-Star Offset Corp.,1040079,N,F57.5967,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$298.65 ,12/2/15,"$7,328.14 ",Support,postage - fundraising,Post Office,1040079,N,F57.5965,2.01601E+17,1/15/16, , 
P60007168,"SANDERS, BERNARD",C00490375,National Nurses United for Patient Protection,P,SC,0,P,Dem,"$3,322.30 ",2/10/16,"$7,092.10 ",Support,Printing,Autumn Press,1048877,N,D710112,2.01602E+17,2/10/16, ,2/10/16
P60007168,"SANDERS, BERNARD",C00490375,National Nurses United for Patient Protection,P,SC,0,P,Dem,"$3,769.80 ",2/10/16,"$7,092.10 ",Support,Printing,Autumn Press,1048877,N,D710118,2.01602E+17,2/10/16, ,2/10/16
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$43.84 ,12/1/15,"$7,029.49 ",Support,postage to send organizing materials,Pitney Bowes,1040079,N,F57.5961,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$55.32 ,11/30/15,"$6,985.65 ",Support,salary (w/ taxes & benefits),"Blanc, Elena",1040079,N,F57.5963,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$235.39 ,11/30/15,"$6,930.33 ",Support,salary (w/ taxes & benefits),"Svart, Maria",1040079,N,F57.5959,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$22.43 ,11/30/15,"$6,694.94 ",Support,salary (w/ taxes & benefits),"Duhalde, David",1040079,N,F57.5957,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$5.63 ,11/30/15,"$6,672.51 ",Support,online organizing services,"Avila, Betsy",1040079,N,F57.5955,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$22.50 ,11/29/15,"$6,666.88 ",Support,online organizing services,"Avila, Betsy",1040079,N,F57.5951,2.01601E+17,1/15/16, , 
P00003392,"Clinton, Hillary",C00571588,Restoration PAC,P,SC,0,P,Dem,"$6,666.67 ",12/29/15,"$6,666.67 ",Oppose,Television advertising (production cost),"Communications Counsel, Inc.",1041379,N,SE.4662,2.01601E+17,1/21/16, ,1/22/16
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$22.50 ,11/27/15,"$6,644.38 ",Support,online organizing services,"Avila, Betsy",1040079,N,F57.5949,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$345.28 ,11/25/15,"$6,621.88 ",Support,printing letterhead for fundraising mailing,Prestige Printing,1040079,N,F57.5946,2.01601E+17,1/15/16, , 
P00003392,"CLINTON, HILLARY RODHAM",C00566174,TEA PARTY MAJORITY FUND,G,SC,0,P,Dem,$227.13 ,4/19/16,"$6,284.04 ",Oppose,TV ADS - FOX NEWS (3/28 & VARIOUS OTHER DATES),RAPID RESPONSE TELEVISION LLC,1070573,N,SE.20267,2.01604E+17,4/30/16, ,3/28/16
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$178.28 ,11/25/15,"$6,276.60 ",Support,printing fundraising response cards,Prestige Printing,1040079,N,F57.5944,2.01601E+17,1/15/16, , 
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$96.42 ,11/25/15,"$6,098.32 ",Support,printing for fundraising mailing,United Envelope LLC,1040079,N,F57.5953,2.01601E+17,1/15/16, , 
P00003392,"CLINTON, HILLARY RODHAM",C00566174,TEA PARTY MAJORITY FUND,G,SC,0,P,Dem,"$6,056.91 ",1/12/16,"$6,056.91 ",Oppose,VOTER CONTACT OVER SEVERAL WEEKS,INFOCISION MANAGEMENT CORP,1039875,N,SE.4195,2.01601E+17,1/14/16, ,1/12/16
P60007168,"Sanders, Bernard",C90015413,"Democratic Socialists of America, Inc.",P,SC,0,P,Dem,$177.24 ,11/19/15,"$6,001.90 ",Support,promotional t-shirts,TM Design Corporation,1040079,N,F57.5942,2.01601E+17,1/15/16, , 
